Source,Target,Weight
El Hazard 2: The Magnificent World,Maze☆Bakunetsu Jikuu,1.0
El Hazard 2: The Magnificent World,Slayers Specials,1.0
El Hazard 2: The Magnificent World,Slayers Excellent,1.0
El Hazard 2: The Magnificent World,Yoroiden Samurai Troopers Gaiden,0.75
El Hazard 2: The Magnificent World,Yoroiden Samurai Troopers Kikoutei Densetsu,0.75
El Hazard 2: The Magnificent World,Yoroiden Samurai Troopers Message,0.75
El Hazard 2: The Magnificent World,Choujuu Densetsu Gestalt,1.0
El Hazard 2: The Magnificent World,Yousei Hime Ren,1.0
El Hazard 2: The Magnificent World,Ou Dorobou Jing in Seventh Heaven,1.0
Fushigi Yuugi OVA,El Hazard: The Magnificent World,0.8
Fushigi Yuugi OVA,Tales of Phantasia The Animation,0.75
Fushigi Yuugi OVA,Yoroiden Samurai Troopers Gaiden,0.75
Fushigi Yuugi OVA,Yoroiden Samurai Troopers Kikoutei Densetsu,0.75
Fushigi Yuugi OVA,Yoroiden Samurai Troopers Message,0.75
Fushigi Yuugi OVA,Fushigi Yuugi: Dai Ni Bu,1.0
Fushigi Yuugi OVA,Fushigi Yuugi: Eikouden,0.8
Fushigi Yuugi OVA,Triangle Heart: Sweet Songs Forever,0.75
Fushigi Yuugi: Dai Ni Bu,El Hazard: The Magnificent World,0.8
Fushigi Yuugi: Dai Ni Bu,Tales of Phantasia The Animation,0.75
Fushigi Yuugi: Dai Ni Bu,Yoroiden Samurai Troopers Gaiden,0.75
Fushigi Yuugi: Dai Ni Bu,Yoroiden Samurai Troopers Kikoutei Densetsu,0.75
Fushigi Yuugi: Dai Ni Bu,Yoroiden Samurai Troopers Message,0.75
Fushigi Yuugi: Dai Ni Bu,Fushigi Yuugi OVA,1.0
Fushigi Yuugi: Dai Ni Bu,Fushigi Yuugi: Eikouden,0.8
Fushigi Yuugi: Dai Ni Bu,Triangle Heart: Sweet Songs Forever,0.75
Otogi Juushi Akazukin OVA,El Hazard: The Magnificent World,0.8
Otogi Juushi Akazukin OVA,El Hazard 2: The Magnificent World,1.0
Otogi Juushi Akazukin OVA,Tales of Phantasia The Animation,0.75
Otogi Juushi Akazukin OVA,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,0.8
Otogi Juushi Akazukin OVA,Kidou Shinsengumi Moeyo Ken,0.75
Otogi Juushi Akazukin OVA,Maze☆Bakunetsu Jikuu,1.0
Otogi Juushi Akazukin OVA,Slayers Specials,1.0
Otogi Juushi Akazukin OVA,Slayers Excellent,1.0
Otogi Juushi Akazukin OVA,Yoroiden Samurai Troopers Gaiden,0.75
Otogi Juushi Akazukin OVA,Yoroiden Samurai Troopers Kikoutei Densetsu,0.75
Otogi Juushi Akazukin OVA,Yoroiden Samurai Troopers Message,0.75
Otogi Juushi Akazukin OVA,Choujuu Densetsu Gestalt,1.0
Otogi Juushi Akazukin OVA,Yousei Hime Ren,1.0
Otogi Juushi Akazukin OVA,Ou Dorobou Jing in Seventh Heaven,1.0
Maze☆Bakunetsu Jikuu,El Hazard: The Magnificent World,0.8
Maze☆Bakunetsu Jikuu,El Hazard 2: The Magnificent World,1.0
Maze☆Bakunetsu Jikuu,Tales of Phantasia The Animation,0.75
Maze☆Bakunetsu Jikuu,Otogi Juushi Akazukin OVA,1.0
Maze☆Bakunetsu Jikuu,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,0.8
Maze☆Bakunetsu Jikuu,Kidou Shinsengumi Moeyo Ken,0.75
Maze☆Bakunetsu Jikuu,Slayers Specials,1.0
Maze☆Bakunetsu Jikuu,Slayers Excellent,1.0
Maze☆Bakunetsu Jikuu,Yoroiden Samurai Troopers Gaiden,0.75
Maze☆Bakunetsu Jikuu,Yoroiden Samurai Troopers Kikoutei Densetsu,0.75
Maze☆Bakunetsu Jikuu,Yoroiden Samurai Troopers Message,0.75
Maze☆Bakunetsu Jikuu,Choujuu Densetsu Gestalt,1.0
Maze☆Bakunetsu Jikuu,Yousei Hime Ren,1.0
Maze☆Bakunetsu Jikuu,Ou Dorobou Jing in Seventh Heaven,1.0
Slayers Specials,El Hazard: The Magnificent World,0.8
Slayers Specials,El Hazard 2: The Magnificent World,1.0
Slayers Specials,Tales of Phantasia The Animation,0.75
Slayers Specials,Otogi Juushi Akazukin OVA,1.0
Slayers Specials,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,0.8
Slayers Specials,Kidou Shinsengumi Moeyo Ken,0.75
Slayers Specials,Maze☆Bakunetsu Jikuu,1.0
Slayers Specials,Slayers Excellent,1.0
Slayers Specials,Yoroiden Samurai Troopers Gaiden,0.75
Slayers Specials,Yoroiden Samurai Troopers Kikoutei Densetsu,0.75
Slayers Specials,Yoroiden Samurai Troopers Message,0.75
Slayers Specials,Choujuu Densetsu Gestalt,1.0
Slayers Specials,Yousei Hime Ren,1.0
Slayers Specials,Ou Dorobou Jing in Seventh Heaven,1.0
Slayers Excellent,El Hazard: The Magnificent World,0.8
Slayers Excellent,El Hazard 2: The Magnificent World,1.0
Slayers Excellent,Tales of Phantasia The Animation,0.75
Slayers Excellent,Otogi Juushi Akazukin OVA,1.0
Slayers Excellent,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,0.8
Slayers Excellent,Kidou Shinsengumi Moeyo Ken,0.75
Slayers Excellent,Maze☆Bakunetsu Jikuu,1.0
Slayers Excellent,Slayers Specials,1.0
Slayers Excellent,Yoroiden Samurai Troopers Gaiden,0.75
Slayers Excellent,Yoroiden Samurai Troopers Kikoutei Densetsu,0.75
Slayers Excellent,Yoroiden Samurai Troopers Message,0.75
Slayers Excellent,Choujuu Densetsu Gestalt,1.0
Slayers Excellent,Yousei Hime Ren,1.0
Slayers Excellent,Ou Dorobou Jing in Seventh Heaven,1.0
Choujuu Densetsu Gestalt,El Hazard: The Magnificent World,0.8
Choujuu Densetsu Gestalt,El Hazard 2: The Magnificent World,1.0
Choujuu Densetsu Gestalt,Tales of Phantasia The Animation,0.75
Choujuu Densetsu Gestalt,Otogi Juushi Akazukin OVA,1.0
Choujuu Densetsu Gestalt,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,0.8
Choujuu Densetsu Gestalt,Kidou Shinsengumi Moeyo Ken,0.75
Choujuu Densetsu Gestalt,Maze☆Bakunetsu Jikuu,1.0
Choujuu Densetsu Gestalt,Slayers Specials,1.0
Choujuu Densetsu Gestalt,Slayers Excellent,1.0
Choujuu Densetsu Gestalt,Yoroiden Samurai Troopers Gaiden,0.75
Choujuu Densetsu Gestalt,Yoroiden Samurai Troopers Kikoutei Densetsu,0.75
Choujuu Densetsu Gestalt,Yoroiden Samurai Troopers Message,0.75
Choujuu Densetsu Gestalt,Yousei Hime Ren,1.0
Choujuu Densetsu Gestalt,Ou Dorobou Jing in Seventh Heaven,1.0
Yousei Hime Ren,El Hazard: The Magnificent World,0.8
Yousei Hime Ren,El Hazard 2: The Magnificent World,1.0
Yousei Hime Ren,Tales of Phantasia The Animation,0.75
Yousei Hime Ren,Otogi Juushi Akazukin OVA,1.0
Yousei Hime Ren,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,0.8
Yousei Hime Ren,Kidou Shinsengumi Moeyo Ken,0.75
Yousei Hime Ren,Maze☆Bakunetsu Jikuu,1.0
Yousei Hime Ren,Slayers Specials,1.0
Yousei Hime Ren,Slayers Excellent,1.0
Yousei Hime Ren,Yoroiden Samurai Troopers Gaiden,0.75
Yousei Hime Ren,Yoroiden Samurai Troopers Kikoutei Densetsu,0.75
Yousei Hime Ren,Yoroiden Samurai Troopers Message,0.75
Yousei Hime Ren,Choujuu Densetsu Gestalt,1.0
Yousei Hime Ren,Ou Dorobou Jing in Seventh Heaven,1.0
El Hazard: The Magnificent World,El Hazard 2: The Magnificent World,0.8
El Hazard: The Magnificent World,Otogi Juushi Akazukin OVA,0.8
El Hazard: The Magnificent World,Maze☆Bakunetsu Jikuu,0.8
El Hazard: The Magnificent World,Slayers Specials,0.8
El Hazard: The Magnificent World,Slayers Excellent,0.8
El Hazard: The Magnificent World,Choujuu Densetsu Gestalt,0.8
El Hazard: The Magnificent World,Yousei Hime Ren,0.8
El Hazard: The Magnificent World,Ou Dorobou Jing in Seventh Heaven,0.8
El Hazard: The Magnificent World,Fushigi Yuugi OVA,0.8
El Hazard: The Magnificent World,Fushigi Yuugi: Dai Ni Bu,0.8
Tales of Phantasia The Animation,El Hazard 2: The Magnificent World,0.75
Tales of Phantasia The Animation,Otogi Juushi Akazukin OVA,0.75
Tales of Phantasia The Animation,Maze☆Bakunetsu Jikuu,0.75
Tales of Phantasia The Animation,Slayers Specials,0.75
Tales of Phantasia The Animation,Slayers Excellent,0.75
Tales of Phantasia The Animation,Yoroiden Samurai Troopers Gaiden,1.0
Tales of Phantasia The Animation,Yoroiden Samurai Troopers Kikoutei Densetsu,1.0
Tales of Phantasia The Animation,Yoroiden Samurai Troopers Message,1.0
Tales of Phantasia The Animation,Choujuu Densetsu Gestalt,0.75
Tales of Phantasia The Animation,Yousei Hime Ren,0.75
Tales of Phantasia The Animation,Ou Dorobou Jing in Seventh Heaven,0.75
Tales of Phantasia The Animation,Fushigi Yuugi OVA,0.75
Tales of Phantasia The Animation,Fushigi Yuugi: Dai Ni Bu,0.75
Tales of Phantasia The Animation,RG Veda,0.75
Tales of Phantasia The Animation,Eien no Aselia,0.75
Tales of Phantasia The Animation,Shadow Skill (1996),0.75
Tales of Phantasia The Animation,Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,0.75
Tales of Phantasia The Animation,Ys: Tenkuu no Shinden - Adol Christine no Bouken,0.75
Tales of Phantasia The Animation,Words Worth,0.75
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,El Hazard 2: The Magnificent World,0.8
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,Otogi Juushi Akazukin OVA,0.8
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,Maze☆Bakunetsu Jikuu,0.8
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,Slayers Specials,0.8
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,Slayers Excellent,0.8
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,Choujuu Densetsu Gestalt,0.8
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,Yousei Hime Ren,0.8
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,Ou Dorobou Jing in Seventh Heaven,0.8
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,Mazinkaiser,0.8
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,Soreyuke! Uchuu Senkan Yamamoto Youko,0.8
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,Melty Lancer,0.8
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,0.8
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,Bannou Bunka Neko-Musume,0.8
Kidou Shinsengumi Moeyo Ken,El Hazard 2: The Magnificent World,0.75
Kidou Shinsengumi Moeyo Ken,Otogi Juushi Akazukin OVA,0.75
Kidou Shinsengumi Moeyo Ken,Maze☆Bakunetsu Jikuu,0.75
Kidou Shinsengumi Moeyo Ken,Slayers Specials,0.75
Kidou Shinsengumi Moeyo Ken,Slayers Excellent,0.75
Kidou Shinsengumi Moeyo Ken,Choujuu Densetsu Gestalt,0.75
Kidou Shinsengumi Moeyo Ken,Yousei Hime Ren,0.75
Kidou Shinsengumi Moeyo Ken,Ou Dorobou Jing in Seventh Heaven,0.75
Kidou Shinsengumi Moeyo Ken,Honoo no Labyrinth,0.75
Kidou Shinsengumi Moeyo Ken,Mazinkaiser,0.75
Kidou Shinsengumi Moeyo Ken,Soreyuke! Uchuu Senkan Yamamoto Youko,0.75
Kidou Shinsengumi Moeyo Ken,Melty Lancer,0.75
Kidou Shinsengumi Moeyo Ken,Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,0.75
Kidou Shinsengumi Moeyo Ken,Bannou Bunka Neko-Musume,0.75
Kidou Shinsengumi Moeyo Ken,Golden Boy,0.75
Kidou Shinsengumi Moeyo Ken,Kaleido Star: Aratanaru Tsubasa - Extra Stage,0.75
Kidou Shinsengumi Moeyo Ken,Geobreeders: File-X Chibi Neko Dakkan,0.75
Kidou Shinsengumi Moeyo Ken,Detective Conan OVA 01: Conan vs. Kid vs. Yaiba - Houtou Soudatsu Daikessen!!,0.75
Kidou Shinsengumi Moeyo Ken,Ninja Mono,0.75
Yoroiden Samurai Troopers Gaiden,El Hazard 2: The Magnificent World,0.75
Yoroiden Samurai Troopers Gaiden,Tales of Phantasia The Animation,1.0
Yoroiden Samurai Troopers Gaiden,Otogi Juushi Akazukin OVA,0.75
Yoroiden Samurai Troopers Gaiden,Maze☆Bakunetsu Jikuu,0.75
Yoroiden Samurai Troopers Gaiden,Slayers Specials,0.75
Yoroiden Samurai Troopers Gaiden,Slayers Excellent,0.75
Yoroiden Samurai Troopers Gaiden,Yoroiden Samurai Troopers Kikoutei Densetsu,1.0
Yoroiden Samurai Troopers Gaiden,Yoroiden Samurai Troopers Message,1.0
Yoroiden Samurai Troopers Gaiden,Choujuu Densetsu Gestalt,0.75
Yoroiden Samurai Troopers Gaiden,Yousei Hime Ren,0.75
Yoroiden Samurai Troopers Gaiden,Ou Dorobou Jing in Seventh Heaven,0.75
Yoroiden Samurai Troopers Gaiden,Fushigi Yuugi OVA,0.75
Yoroiden Samurai Troopers Gaiden,Fushigi Yuugi: Dai Ni Bu,0.75
Yoroiden Samurai Troopers Gaiden,RG Veda,0.75
Yoroiden Samurai Troopers Gaiden,Eien no Aselia,0.75
Yoroiden Samurai Troopers Gaiden,Shadow Skill (1996),0.75
Yoroiden Samurai Troopers Gaiden,Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,0.75
Yoroiden Samurai Troopers Gaiden,Ys: Tenkuu no Shinden - Adol Christine no Bouken,0.75
Yoroiden Samurai Troopers Gaiden,Words Worth,0.75
Yoroiden Samurai Troopers Kikoutei Densetsu,El Hazard 2: The Magnificent World,0.75
Yoroiden Samurai Troopers Kikoutei Densetsu,Tales of Phantasia The Animation,1.0
Yoroiden Samurai Troopers Kikoutei Densetsu,Otogi Juushi Akazukin OVA,0.75
Yoroiden Samurai Troopers Kikoutei Densetsu,Maze☆Bakunetsu Jikuu,0.75
Yoroiden Samurai Troopers Kikoutei Densetsu,Slayers Specials,0.75
Yoroiden Samurai Troopers Kikoutei Densetsu,Slayers Excellent,0.75
Yoroiden Samurai Troopers Kikoutei Densetsu,Yoroiden Samurai Troopers Gaiden,1.0
Yoroiden Samurai Troopers Kikoutei Densetsu,Yoroiden Samurai Troopers Message,1.0
Yoroiden Samurai Troopers Kikoutei Densetsu,Choujuu Densetsu Gestalt,0.75
Yoroiden Samurai Troopers Kikoutei Densetsu,Yousei Hime Ren,0.75
Yoroiden Samurai Troopers Kikoutei Densetsu,Ou Dorobou Jing in Seventh Heaven,0.75
Yoroiden Samurai Troopers Kikoutei Densetsu,Fushigi Yuugi OVA,0.75
Yoroiden Samurai Troopers Kikoutei Densetsu,Fushigi Yuugi: Dai Ni Bu,0.75
Yoroiden Samurai Troopers Kikoutei Densetsu,RG Veda,0.75
Yoroiden Samurai Troopers Kikoutei Densetsu,Eien no Aselia,0.75
Yoroiden Samurai Troopers Kikoutei Densetsu,Shadow Skill (1996),0.75
Yoroiden Samurai Troopers Kikoutei Densetsu,Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,0.75
Yoroiden Samurai Troopers Kikoutei Densetsu,Ys: Tenkuu no Shinden - Adol Christine no Bouken,0.75
Yoroiden Samurai Troopers Kikoutei Densetsu,Words Worth,0.75
Yoroiden Samurai Troopers Message,El Hazard 2: The Magnificent World,0.75
Yoroiden Samurai Troopers Message,Tales of Phantasia The Animation,1.0
Yoroiden Samurai Troopers Message,Otogi Juushi Akazukin OVA,0.75
Yoroiden Samurai Troopers Message,Maze☆Bakunetsu Jikuu,0.75
Yoroiden Samurai Troopers Message,Slayers Specials,0.75
Yoroiden Samurai Troopers Message,Slayers Excellent,0.75
Yoroiden Samurai Troopers Message,Yoroiden Samurai Troopers Gaiden,1.0
Yoroiden Samurai Troopers Message,Yoroiden Samurai Troopers Kikoutei Densetsu,1.0
Yoroiden Samurai Troopers Message,Choujuu Densetsu Gestalt,0.75
Yoroiden Samurai Troopers Message,Yousei Hime Ren,0.75
Yoroiden Samurai Troopers Message,Ou Dorobou Jing in Seventh Heaven,0.75
Yoroiden Samurai Troopers Message,Fushigi Yuugi OVA,0.75
Yoroiden Samurai Troopers Message,Fushigi Yuugi: Dai Ni Bu,0.75
Yoroiden Samurai Troopers Message,RG Veda,0.75
Yoroiden Samurai Troopers Message,Eien no Aselia,0.75
Yoroiden Samurai Troopers Message,Shadow Skill (1996),0.75
Yoroiden Samurai Troopers Message,Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,0.75
Yoroiden Samurai Troopers Message,Ys: Tenkuu no Shinden - Adol Christine no Bouken,0.75
Yoroiden Samurai Troopers Message,Words Worth,0.75
Words Worth,Tales of Phantasia The Animation,0.75
Words Worth,Yoroiden Samurai Troopers Gaiden,0.75
Words Worth,Yoroiden Samurai Troopers Kikoutei Densetsu,0.75
Words Worth,Yoroiden Samurai Troopers Message,0.75
Words Worth,The Urotsuki,0.8
RG Veda,Tales of Phantasia The Animation,0.75
RG Veda,Yoroiden Samurai Troopers Gaiden,0.75
RG Veda,Yoroiden Samurai Troopers Kikoutei Densetsu,0.75
RG Veda,Yoroiden Samurai Troopers Message,0.75
RG Veda,Eien no Aselia,1.0
RG Veda,Shadow Skill (1996),1.0
RG Veda,Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,1.0
RG Veda,Ys: Tenkuu no Shinden - Adol Christine no Bouken,1.0
RG Veda,Fushigi Yuugi: Eikouden,0.8
Eien no Aselia,Tales of Phantasia The Animation,0.75
Eien no Aselia,Yoroiden Samurai Troopers Gaiden,0.75
Eien no Aselia,Yoroiden Samurai Troopers Kikoutei Densetsu,0.75
Eien no Aselia,Yoroiden Samurai Troopers Message,0.75
Eien no Aselia,RG Veda,1.0
Eien no Aselia,Shadow Skill (1996),1.0
Eien no Aselia,Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,1.0
Eien no Aselia,Ys: Tenkuu no Shinden - Adol Christine no Bouken,1.0
Eien no Aselia,Fushigi Yuugi: Eikouden,0.8
Shadow Skill (1996),Tales of Phantasia The Animation,0.75
Shadow Skill (1996),Yoroiden Samurai Troopers Gaiden,0.75
Shadow Skill (1996),Yoroiden Samurai Troopers Kikoutei Densetsu,0.75
Shadow Skill (1996),Yoroiden Samurai Troopers Message,0.75
Shadow Skill (1996),RG Veda,1.0
Shadow Skill (1996),Eien no Aselia,1.0
Shadow Skill (1996),Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,1.0
Shadow Skill (1996),Ys: Tenkuu no Shinden - Adol Christine no Bouken,1.0
Shadow Skill (1996),Fushigi Yuugi: Eikouden,0.8
Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,Tales of Phantasia The Animation,0.75
Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,Yoroiden Samurai Troopers Gaiden,0.75
Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,Yoroiden Samurai Troopers Kikoutei Densetsu,0.75
Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,Yoroiden Samurai Troopers Message,0.75
Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,RG Veda,1.0
Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,Eien no Aselia,1.0
Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,Shadow Skill (1996),1.0
Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,Ys: Tenkuu no Shinden - Adol Christine no Bouken,1.0
Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,Fushigi Yuugi: Eikouden,0.8
Ys: Tenkuu no Shinden - Adol Christine no Bouken,Tales of Phantasia The Animation,0.75
Ys: Tenkuu no Shinden - Adol Christine no Bouken,Yoroiden Samurai Troopers Gaiden,0.75
Ys: Tenkuu no Shinden - Adol Christine no Bouken,Yoroiden Samurai Troopers Kikoutei Densetsu,0.75
Ys: Tenkuu no Shinden - Adol Christine no Bouken,Yoroiden Samurai Troopers Message,0.75
Ys: Tenkuu no Shinden - Adol Christine no Bouken,RG Veda,1.0
Ys: Tenkuu no Shinden - Adol Christine no Bouken,Eien no Aselia,1.0
Ys: Tenkuu no Shinden - Adol Christine no Bouken,Shadow Skill (1996),1.0
Ys: Tenkuu no Shinden - Adol Christine no Bouken,Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,1.0
Ys: Tenkuu no Shinden - Adol Christine no Bouken,Fushigi Yuugi: Eikouden,0.8
Bannou Bunka Neko-Musume,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,0.8
Bannou Bunka Neko-Musume,Kidou Shinsengumi Moeyo Ken,0.75
Bannou Bunka Neko-Musume,Tenamonya Voyagers,0.8
Bannou Bunka Neko-Musume,VS Knight Lamune & 40 Fresh,0.8
Bannou Bunka Neko-Musume,Sakura Taisen: Le Nouveau Paris,0.75
Bannou Bunka Neko-Musume,Mazinkaiser,1.0
Bannou Bunka Neko-Musume,Soreyuke! Uchuu Senkan Yamamoto Youko,1.0
Bannou Bunka Neko-Musume,Melty Lancer,1.0
Bannou Bunka Neko-Musume,Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,1.0
Bannou Bunka Neko-Musume,Musekinin Kanchou Tylor OVA,0.8
Bannou Bunka Neko-Musume,Bubblegum Crisis,0.75
Bannou Bunka Neko-Musume,Sol Bianca: Taiyou no Fune,0.75
Bannou Bunka Neko-Musume,Casshern: Robot Hunter,0.75
Mazinkaiser,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,0.8
Mazinkaiser,Kidou Shinsengumi Moeyo Ken,0.75
Mazinkaiser,Tenamonya Voyagers,0.8
Mazinkaiser,VS Knight Lamune & 40 Fresh,0.8
Mazinkaiser,Sakura Taisen: Le Nouveau Paris,0.75
Mazinkaiser,Soreyuke! Uchuu Senkan Yamamoto Youko,1.0
Mazinkaiser,Melty Lancer,1.0
Mazinkaiser,Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,1.0
Mazinkaiser,Musekinin Kanchou Tylor OVA,0.8
Mazinkaiser,Bubblegum Crisis,0.75
Mazinkaiser,Sol Bianca: Taiyou no Fune,0.75
Mazinkaiser,Casshern: Robot Hunter,0.75
Mazinkaiser,Bannou Bunka Neko-Musume,1.0
Soreyuke! Uchuu Senkan Yamamoto Youko,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,0.8
Soreyuke! Uchuu Senkan Yamamoto Youko,Kidou Shinsengumi Moeyo Ken,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko,Tenamonya Voyagers,0.8
Soreyuke! Uchuu Senkan Yamamoto Youko,VS Knight Lamune & 40 Fresh,0.8
Soreyuke! Uchuu Senkan Yamamoto Youko,Sakura Taisen: Le Nouveau Paris,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko,Mazinkaiser,1.0
Soreyuke! Uchuu Senkan Yamamoto Youko,Melty Lancer,1.0
Soreyuke! Uchuu Senkan Yamamoto Youko,Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,1.0
Soreyuke! Uchuu Senkan Yamamoto Youko,Musekinin Kanchou Tylor OVA,0.8
Soreyuke! Uchuu Senkan Yamamoto Youko,Bubblegum Crisis,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko,Sol Bianca: Taiyou no Fune,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko,Casshern: Robot Hunter,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko,Bannou Bunka Neko-Musume,1.0
Melty Lancer,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,0.8
Melty Lancer,Kidou Shinsengumi Moeyo Ken,0.75
Melty Lancer,Tenamonya Voyagers,0.8
Melty Lancer,VS Knight Lamune & 40 Fresh,0.8
Melty Lancer,Sakura Taisen: Le Nouveau Paris,0.75
Melty Lancer,Mazinkaiser,1.0
Melty Lancer,Soreyuke! Uchuu Senkan Yamamoto Youko,1.0
Melty Lancer,Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,1.0
Melty Lancer,Musekinin Kanchou Tylor OVA,0.8
Melty Lancer,Bubblegum Crisis,0.75
Melty Lancer,Sol Bianca: Taiyou no Fune,0.75
Melty Lancer,Casshern: Robot Hunter,0.75
Melty Lancer,Bannou Bunka Neko-Musume,1.0
Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,0.8
Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,Kidou Shinsengumi Moeyo Ken,0.75
Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,Tenamonya Voyagers,0.8
Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,VS Knight Lamune & 40 Fresh,0.8
Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,Sakura Taisen: Le Nouveau Paris,0.75
Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,Mazinkaiser,1.0
Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,Soreyuke! Uchuu Senkan Yamamoto Youko,1.0
Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,Melty Lancer,1.0
Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,Musekinin Kanchou Tylor OVA,0.8
Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,Bubblegum Crisis,0.75
Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,Sol Bianca: Taiyou no Fune,0.75
Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,Casshern: Robot Hunter,0.75
Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,Bannou Bunka Neko-Musume,1.0
Golden Boy,Kidou Shinsengumi Moeyo Ken,0.75
Golden Boy,Honoo no Labyrinth,1.0
Golden Boy,Tenamonya Voyagers,0.8
Golden Boy,VS Knight Lamune & 40 Fresh,0.8
Kaleido Star: Aratanaru Tsubasa - Extra Stage,Kidou Shinsengumi Moeyo Ken,0.75
Kaleido Star: Aratanaru Tsubasa - Extra Stage,Musekinin Kanchou Tylor OVA,0.8
Honoo no Labyrinth,Kidou Shinsengumi Moeyo Ken,0.75
Honoo no Labyrinth,Tenamonya Voyagers,0.8
Honoo no Labyrinth,VS Knight Lamune & 40 Fresh,0.8
Honoo no Labyrinth,Golden Boy,1.0
Geobreeders: File-X Chibi Neko Dakkan,Kidou Shinsengumi Moeyo Ken,0.75
Geobreeders: File-X Chibi Neko Dakkan,Mouryou Senki Madara,0.75
Geobreeders: File-X Chibi Neko Dakkan,Ninja Mono,1.0
Detective Conan OVA 01: Conan vs. Kid vs. Yaiba - Houtou Soudatsu Daikessen!!,Kidou Shinsengumi Moeyo Ken,0.75
Ninja Mono,Kidou Shinsengumi Moeyo Ken,0.75
Ninja Mono,Mouryou Senki Madara,0.75
Ninja Mono,Geobreeders: File-X Chibi Neko Dakkan,1.0
Bakuretsu Tenshi,Corrector Yui,0.75
Bakuretsu Tenshi,Dirty Pair,0.75
Bakuretsu Tenshi,Bobobo-bo Bo-bobo,0.75
Bakuretsu Tenshi,Medarot,0.75
Bakuretsu Tenshi,Project BLUE Chikyuu SOS,0.75
Bakuretsu Tenshi,Chikyuu Bouei Kigyou Dai-Guard,0.75
Bakuretsu Tenshi,Get Ride! AMDriver,0.75
